AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HMGCS1	31.2775	49.7592	17.7482	41.5539	39.3133	30.6177	27.0492	67.1777	242.299	18.0833	33.6156	6.12359	45.5678	31.6236	31.7539	95.4721	20.6382	11.5418	39.9869	10.1273	132.942	13.6006	17.9651	13.468	85.4665	15.7727	65.1046	23.5793	56.0212	10.1945	18.4172	259.926	99.2143	14.3529
NNT	17.1702	37.5414	14.8628	15.522	16.115	24.6145	24.0465	29.1595	19.1123	22.0364	23.0807	7.89172	13.6311	23.3971	24.609	15.7834	27.4402	20.9969	25.6848	24.4977	25.7481	31.2801	30.2446	29.5759	40.7912	22.2813	15.759	16.7383	19.8636	20.2838	16.9951	26.4861	34.1038	20.3478
MOCS2	8.41931	5.76178	5.19287	4.60172	10.2522	4.44183	3.64038	5.74871	12.1236	7.35596	3.15095	4.61889	4.7748	3.95777	4.05508	7.59016	4.63073	4.52527	5.5405	3.45873	2.21415	3.49229	4.03722	5.56363	3.29139	4.58518	3.9066	4.89693	4.47271	3.85154	4.17577	2.41537	7.88764	3.72652
NDUFS4	38.5196	48.4258	32.5661	31.4152	20.1415	34.6301	27.3834	40.8087	62.2552	40.784	15.7071	30.4792	37.1434	42.6123	29.2641	25.8308	34.8015	45.152	28.4818	31.192	33.0521	30.6099	34.7944	44.3899	47.022	43.2503	28.188	56.7661	36.5647	21.5714	24.8924	63.722	57.617	18.4109
GPX8	0.265956	1.38409	0.262056	0.104006	0.43745	1.60355	0.0655535	0.107223	0.0325437	0.0773306	0.0495557	0.253657	0.0219149	0.0839943	0.0294544	1.53305	0.0241873	0.0642262	0.0189714	0.0618734	0.0395735	0.0829097	0.0818205	0.0835468	0.0496647	0.0286424	0.140971	0.144417	0.0510137	0.0628803	0.18508	0.0815732	0.082453	0.0782495
PDE4D	3.19091	3.52175	1.68279	2.12688	2.03309	0.876351	2.8596	2.08424	0.063954	1.55439	3.27645	0.534959	0.216658	0.767387	1.2932	1.2302	1.17222	1.31177	3.09469	0.297556	0.797101	2.22317	2.13456	1.95112	1.18768	0.0326259	2.42212	0.251725	2.98307	0.162317	1.00538	2.82676	3.21053	8.89223
ELOVL7	1.12129	3.18031	8.33757	0.735397	11.2459	0.518221	4.85986	2.21465	4.04294	1.01993	2.45635	0.0370213	0.043279	0.031532	0.251371	2.96541	3.99912	0.0106777	4.29787	0.0290549	0.0880144	0.0271593	0.0720579	0.79009	0.263795	0.125251	0.0403831	1.19641	0.19273	0.429836	7.70016	0.0333093	6.10657	12.5348
MCCC2	15.1561	19.2152	17.1917	18.8319	22.1581	17.7475	15.4459	18.7877	16.7634	16.617	23.716	7.59259	15.4939	17.0137	14.5569	33.6773	28.1425	8.33985	16.7911	19.3337	13.164	10.3752	11.6247	13.1202	16.1643	24.4449	20.1354	21.3137	17.8849	13.7499	18.4561	11.6656	28.2201	21.4383
HEXB	40.0685	89.4604	9.31554	12.4802	9.9108	67.09	15.198	22.8164	8.39801	28.1825	22.1513	6.87774	20.2304	33.8892	71.4746	16.072	14.3766	16.2653	23.478	14.7692	120.544	54.9175	59.1513	31.361	53.894	11.6688	7.47406	16.8515	16.5796	8.46316	36.8596	14.4625	19.9878	23.4994
GCNT4	0	0.0285018	1.28026	0.024477	0.0804361	0.0196217	0.847257	0.0444122	0.0063186	0.0037245	2.19515	0	0.004126	0.0140285	0.0043572	1.45012	0	0.0095009	0.159966	0	0	0	0	0.0093528	0	0.0053926	0.0044916	0	0.0045935	0.478668	0.0043557	0.0066686	0.519207	0
HMGCR	25.5892	31.8183	10.3105	27.5733	28.7521	29.5728	22.7505	42.355	38.5152	21.6577	45.4691	4.34072	24.9634	22.7391	34.6984	34.4126	21.0767	9.67041	30.7449	10.7544	79.2672	12.7239	20.5906	13.057	26.6041	19.2989	26.8376	12.6635	49.2053	7.68573	13.6869	80.4066	53.0893	12.8086
PDE8B	0.616758	1.83382	0.37532	0.670415	0.478888	0.368648	0.473992	0.737817	0.269136	0.938197	0.468799	0.224722	0.370576	0.42611	0.351406	0.0832393	1.02456	0.306002	0.821578	0.269312	0.603756	0.316729	0.48688	0.697973	0.276581	0.310653	0.276389	0.96104	0.436618	0.133634	0.755043	0.750861	0.661041	0.544946
ARSB	5.69116	9.51921	2.34896	3.68514	2.44528	11.0476	2.65079	5.29847	1.44859	5.35907	3.34374	5.42436	5.21407	7.32985	4.92412	1.24925	2.12416	1.14547	7.05812	12.1837	11.3232	13.3798	6.57986	6.07498	2.94017	3.56585	5.49893	4.73555	4.20321	1.45343	5.4596	3.71533	5.66237	6.51233
DMGDH	0.0024872	0.0027947	0.0493497	0.0940825	0.0145288	0.0269358	0.0362382	0.0795957	0.0231303	0.0306767	0.0841404	0.0089251	0.008496	0.0385153	0.0493459	0.0255903	0	0.0244546	0.186848	0.0092582	0.0300019	0.13357	0.0188606	0.0529611	0.0162919	0.0592219	0.0462437	0.612385	0.0063057	0.136492	0.556078	0.0076287	0.0190065	0.0321985
BHMT2	0.0229193	0.0096574	0.0146694	0.0270926	0.0100411	0.0193914	0.0397538	0.0234085	0.0133215	0.0088339	0.0180313	0	0.0032621	0.0133093	0.020669	0.0217196	0.0044004	0.0262905	0.0355007	0.0213283	0.0215988	0.0060335	0	0.0406693	0.009383	0.0298443	0.0674709	0.0320629	0	0.0139133	0.0068874	0.0456934	0.0291905	0.0269733
BHMT	0.0110283	0.0030979	0.0035293	0	0.003221	0	0.0076515	0.0150182	0.022435	0	0	0	0	0	0.0066303	0	0	0	0	0.0179598	0	0.0058064	0	0	0	0.008206	0	0.007714	0	0	0.0066281	0	0.0035114	0
DHFR	17.4451	37.2006	12.0777	33.181	22.8517	35.8076	33.0399	32.4817	22.4163	41.7246	59.1785	11.5594	17.2703	29.7432	21.1739	17.017	27.4112	16.6491	29.8447	13.0253	31.5737	28.434	33.9506	17.6392	31.8601	20.6033	19.2956	15.7368	31.3822	12.9366	31.7451	14.8641	25.6983	17.8607
CKMT2	0.0353552	0.0695212	0.0414865	0.119408	0.0619575	0.0638147	0.122648	0.0521587	0.0753487	0.0484517	0.217884	0.0126868	0.0268376	0.0091248	0.166505	0.0382909	0.027152	0.027037	0.150599	0.0740271	0.177697	0.0589458	0.0409599	0.0342198	0.086845	0.109613	0.0182597	0.02473	0.112043	0.0200317	0.0212489	0.0397615	0.101315	0.194175
ACOT12	0.0401088	0	0	0	0.003347	0	0.0238523	0.0117043	0.0233126	0.0058892	0	0.0123365	0.0130483	0	0.0034448	0	0.0044004	0	0.0488135	0.0079981	0	0.0090502	0.0108624	0	0.0031277	0.0042635	0.0035511	0.128252	0.0145266	0.0027826	0.0103311	0.0175744	0.0218929	0.0134866
COX7C	181.351	123.611	99.9987	123.584	63.0274	106.982	99.9515	134.683	90.5775	132.101	54.124	114.045	107.683	128.981	80.1039	126.883	106.852	115.091	105.357	86.5333	112.627	100.016	90.89	102.011	151.927	135.017	121.022	145.952	183.249	64.4115	147.053	167.395	132.728	31.5994
NUDT12	0.0567468	0.015003	2.08096	0.0789171	3.12374	5.14237	2.81388	1.62737	1.95377	4.93366	0.695928	0.939094	0.919793	1.84279	1.74798	1.74615	0	0.566697	3.08934	2.5534	2.10386	0.0175748	6.32818	2.45544	3.93209	2.0367	0.107576	4.96161	3.32589	1.51087	3.69543	0.0389058	0.0085028	2.69887
MAN2A1	3.88813	9.47153	8.79471	4.0083	29.128	9.22132	6.78704	10.5323	4.71439	6.65971	4.8379	0.480472	1.19141	4.50754	6.27109	6.86281	3.76261	2.96747	7.00509	3.14008	3.42366	2.10009	13.0572	6.05838	2.59897	9.22446	4.45235	7.79381	2.90798	5.01789	5.31937	3.35008	6.51273	13.0003
CDO1	0.0341277	0.0191736	1.10309	0.0192104	1.26922	2.51786	0.0078926	1.76605	0.0132241	6.93651	0.0492237	0.0612319	0.0485735	0.145332	0.0170983	0.0123205	0.0087364	0.238613	0.0440515	0.0158793	0	0.0179682	0.0395378	0.0183509	0.0372577	0	0.0035251	0.0079571	0.259568	0.85908	0.0478593	0.0104676	1.99218	0.0401642
HSD17B4	34.8764	66.8736	15.4533	26.5902	23.429	45.0237	29.3694	30.9684	35.291	32.6194	27.1844	10.458	27.3528	30.1704	37.5654	30.3545	41.1663	21.3325	54.9341	20.7405	54.7083	32.2577	36.137	34.0429	38.8271	32.9033	23.1496	19.8503	33.9564	17.6453	40.9197	30.7181	45.569	116.078
PRDM6	0.0110405	0.0310138	1.15625	0.0037288	1.36401	0.398864	0.0134049	0.0197333	0.203743	0.132626	0.0076002	0.0029713	0.0031428	0.0267135	0.0049782	1.09409	0	0.0018092	0.0074817	0.0012843	0.0052022	0.0007266	0.0008721	0.0044525	0.0060265	0	0.0034212	0.0048266	0.0026241	0.0040213	0.0099532	0.0033863	0.892019	0.0016242
ALDH7A1	0.856001	0.132408	1.89979	0.046557	2.08712	1.5004	0.152716	8.01908	3.16485	0.38849	0.290367	0.124463	0.0822771	0.0619739	0.0681726	2.0492	8.62973	0.953124	0.716328	0.0796579	0.21288	0.0526773	0.0379352	0.20659	4.3133	2.02661	0.312795	2.04819	0.0507317	1.75786	0.789738	0.053192	9.4226	0.541647
CHSY3	0.0288364	0	1.58727	0.0216426	0.688756	0.706993	0.0111149	0.405782	0.0037246	0.979722	0.0378108	0.0275937	0.0018241	0.0049616	0.0269683	0.0052051	0.0098425	0.756066	0.161294	0.0044724	0.292282	0.0050608	0.645883	0.0041349	0.11718	0.0047682	0.0079429	0.555804	0.0223385	0.441911	2.80569	0.003931	0.577424	0.154602
ACSL6	0.0183147	0.137193	0.0146528	0.0020618	0.0062407	0.0144625	0.0254136	0.0041568	0.009758	0.118436	0.0924558	0.006572	0.0034756	0.0047268	0.0018352	0.328111	0.02227	0.005002	0	0.0063912	0.0034519	0.0008036	0.0009645	0.0088632	0.0341571	0.0193058	0.576991	0.0224186	0.002902	0.0133416	0.229319	0	0.0048596	0.0035924
P4HA2	0.183283	0.107922	0.0609109	0.328555	0.0936806	1.43381	0.0586904	0.483588	0.516263	2.90634	0.106759	0.0834764	0.116386	0.051852	0.807367	0.291072	0.0757925	3.36618	0.0491357	0.0738	0.534113	0.0890754	0.148117	0.706177	1.00239	0.301605	0.0906543	0.0825915	1.58055	0.151489	0.23408	0.0345946	0.897819	0.0559997
UQCRQ	99.9976	69.0652	32.0613	33.6412	36.6926	83.2189	41.2977	47.9215	39.9903	46.2987	24.1418	51.3746	84.7914	63.6475	50.4107	64.466	31.7866	34.7912	38.0592	41.1293	72.5242	29.1242	38.9007	30.3301	50.6306	52.7472	77.4703	40.5317	104.741	34.748	38.1089	42.1225	80.1852	9.48269
PCBD2	1.81568	2.7227	1.22742	2.82938	1.25045	1.52054	2.13668	3.78863	2.20182	1.47198	0.908203	1.57834	2.36857	2.04657	2.23206	1.89789	1.66138	1.44897	2.27391	2.60215	2.66364	1.69903	2.35086	2.46263	2.1235	2.77373	2.02808	2.93387	3.05605	0.968024	2.42322	1.22738	2.14645	3.22194
NDUFA2	43.7903	25.9369	17.1941	21.649	15.2091	28.8862	25.2238	32.1997	23.3011	31.7971	15.1271	53.6755	45.7189	31.5817	20.3782	30.1053	23.6852	28.8913	29.3475	20.8786	30.983	16.2545	21.4126	24.3279	31.8054	22.672	34.3235	28.6643	39.8882	16.5692	29.9134	43.2767	37.4426	7.82588
GNPDA1	43.1854	22.2692	9.83347	8.90702	11.1391	11.6665	30.7213	28.3765	8.76101	15.7616	11.6158	26.0195	7.80734	8.59607	6.14852	22.4222	23.9092	14.3076	11.5737	6.99336	8.20233	16.7048	9.45705	30.5252	11.02	6.74487	8.88147	19.1219	16.2425	9.69459	30.3271	29.8428	28.3415	12.9899
PDE6A	0.0485502	0.123984	0.0240121	0.0104346	0.0360949	0.0283805	0.0199044	0.0601049	0.0166749	0.020414	0.0243065	0.0570166	0.0263839	0.0273389	0.119409	0.0310709	0.0135584	0.0086792	0.0239277	0.0164291	0.306129	0.010457	0.0237073	0.150941	0.0072277	0.0968817	0.031457	0.21765	0.0237783	0.0182194	0.151201	0.0406123	0.0281066	0.0285689
NDST1	21.8415	14.8048	8.33678	9.60227	6.25529	3.23392	11.5732	17.938	0.3943	5.16741	5.59463	9.20658	2.65848	7.17631	15.0405	11.8027	18.2664	3.49186	6.19615	11.016	15.1267	18.3588	10.761	7.65897	7.7377	3.9391	3.97649	9.12635	3.55407	3.6954	2.71811	23.796	15.0768	25.1971
GPX3	2.21086	0.442309	0.186373	0.335101	0.129146	0.237241	0.295557	0.234984	0.206858	0.396279	0.161208	0.201239	0.107448	0.0835026	0.508984	0.233604	0.186354	0.219143	0.30904	0.514347	0.304899	0.227125	0.16697	0.295753	4.05313	0.13642	0.444478	0.207449	0.123039	0.267113	172.984	0.254705	0.206034	0.425192
GALNT10	5.37444	4.48666	6.59149	3.90879	7.06967	2.85138	6.68743	2.83152	14.0911	4.82445	1.48138	1.32398	1.96533	3.12833	4.01325	12.3305	4.64066	1.3504	4.90198	2.48865	2.13029	2.08189	2.4941	3.81571	6.54048	5.1904	2.21649	6.46489	2.58035	6.00666	18.2104	0.770804	4.76265	5.62985
MAT2B	29.5673	35.0311	19.5334	24.8918	27.6513	21.4541	20.5253	28.2526	17.483	29.4187	14.5552	14.8035	23.6656	34.9111	15.776	20.0939	24.2692	27.1226	25.6457	26.6522	23.874	16.0145	29.6788	26.3737	17.5525	27.7814	23.0988	40.2867	27.8358	21.8303	12.6711	24.0083	34.1328	22.1092
PANK3	7.47001	14.1872	11.0551	13.317	17.271	11.7075	14.3436	23.134	13.7913	12.606	24.0301	5.83874	12.0191	12.3734	20.2044	23.9436	7.56667	5.75556	13.6536	10.7496	18.9958	10.7598	16.2385	12.2847	10.2144	12.1396	9.61841	11.863	16.4618	7.96557	9.0701	35.142	26.5286	17.4751
ATP6V0E1	118.433	54.6079	25.2333	32.7655	28.3844	76.2216	43.0648	48.1766	54.8007	62.658	107.087	86.1093	77.0518	72.8642	47.0215	32.2912	49.6307	84.9772	71.2611	48.1419	63.1168	38.4357	39.5389	66.7078	48.1277	50.952	53.3264	56.381	76.5626	40.032	30.9377	64.7921	71.7897	37.6759
HK3	27.2066	2.23712	0.0202071	0.317219	0.0161369	9.47996	0.0328564	0.0483678	0.812001	6.37635	1.26053	6.20547	3.88238	2.08086	0.526722	0.0641114	0.0454613	1.65813	0.0336202	0.040397	3.61192	1.26745	35.4049	5.01141	27.5498	0.0117458	0.0807118	0.0055208	2.41125	0.0747454	0.0071155	16.7839	0	38.7487
NSD1	6.23971	10.1826	5.96805	8.94008	7.31316	13.556	9.36424	10.9352	6.28533	9.29558	13.1678	5.32338	9.13911	7.12861	13.9104	11.8582	8.08732	7.99033	8.24051	10.8178	9.2271	8.03652	12.0704	10.2502	10.2972	5.71398	8.5629	5.2257	9.31407	9.4155	0.0540395	7.81313	13.8202	3.45953
B4GALT7	8.61136	11.4371	7.58135	8.04036	5.14257	9.99314	9.54399	5.92692	5.62832	9.13239	10.4602	14.1542	9.93118	9.14866	7.3315	7.15885	9.33831	7.65338	8.43357	9.35549	10.81	6.44496	6.13758	6.90243	9.51563	9.88447	6.14218	6.91185	8.13532	5.10447	4.48218	7.47699	6.00694	6.56893
PHYKPL	3.36987	7.09665	9.92562	9.59481	4.03265	5.7765	13.2377	3.88709	6.08745	4.79807	9.32743	3.83258	7.18859	8.33299	8.19957	4.89798	2.76557	8.43446	8.42096	7.1741	8.37352	5.28972	8.72348	8.00295	10.9132	5.95589	2.26316	4.60138	6.74961	4.35517	4.4618	11.1487	3.31481	7.15795
MGAT4B	26.3652	23.7709	37.4319	41.0725	22.988	19.1807	24.0092	14.3227	53.5612	29.3015	20.6784	29.0483	14.1754	15.8557	23.2105	37.1089	27.9684	15.3066	28.3587	22.9636	16.5082	25.5292	13.3067	26.3841	14.7658	39.7063	20.2468	29.8751	6.92332	22.0073	34.5452	34.1952	26.518	34.4895
GFPT2	0.0685143	0.020996	0.0239195	0.0210363	0.0109151	0.20447	0.103714	0.218412	0.168342	0.212862	0.0441018	0.0134104	0.0744663	0.0120565	0.23966	0.494127	0.0095668	0.114315	0.0699459	0.115924	1.04246	0.0180364	0.0177119	0.0502379	0.0152996	0.0764705	0.0289515	0.023962	0.246736	0.0317611	0.0542799	0.0611332	0.168573	0.0696377
MGAT1	35.1246	22.7748	19.2921	18.7566	15.8178	30.4938	22.0945	18.8459	17.8565	23.2417	25.5774	11.4397	25.7571	24.71	21.65	15.9791	27.4352	43.5592	28.9535	27.7714	27.728	25.2355	34.6913	33.4676	21.5308	18.7058	20.917	42.7774	26.091	13.4208	12.3137	29.5915	23.0873	28.1503
GMDS	10.3448	8.48058	5.53988	8.12885	5.99197	1.9742	8.49133	5.56073	3.50286	6.96903	12.3226	9.53113	5.11743	8.40564	4.2313	7.41519	15.0223	2.66416	9.06789	6.97417	3.22699	9.00644	8.34437	5.42365	12.9519	8.55707	6.11079	4.12801	3.08269	9.40947	5.94416	5.46289	8.00847	4.26625
ECI2	28.2665	13.2726	14.8443	16.3405	21.8666	4.4756	20.5476	19.8836	20.2727	18.3314	37.9434	1.42043	1.1063	2.22899	7.72361	99.4404	14.9441	11.3515	20.937	9.41412	8.60008	0.104204	0.0966449	4.45819	9.95402	42.989	46.0372	49.1648	4.64144	62.4637	22.444	11.7437	41.7239	9.8253
GCNT2	1.58502	0.361078	0.795863	0.520142	1.32843	0.151089	0.386659	0.206054	3.90014	0.0123184	2.56586	0.067736	0.0102348	0.151954	0.682722	4.93408	0.13116	0.0569554	0.230891	0.238396	0.44952	0.817157	0.208274	0.0454337	1.67723	0.151603	1.88387	0.260927	0.144329	3.23835	0.165672	0.0808722	0.803285	0.111076
ELOVL2	0.0436109	0.0070004	0.0717764	0.170437	0.0545893	0.815975	0.0216125	0.0424208	0.941503	1.05977	0.0416622	0.0804823	0.0319221	0.402788	0.0280922	2.15918	0.0047846	0.0510465	0.0458381	0.168132	0.0140908	0.0295214	0.0196848	1.15978	0.0952214	0.275826	0.119696	0.431424	0.140181	0.4841	0.147903	0.141406	0.0436415	0.0036661
SIRT5	3.92255	5.60181	3.1326	4.159	3.44882	1.38232	4.28589	3.02581	3.87733	3.28516	4.97142	3.82676	2.44063	3.83068	2.63823	2.37354	3.25148	2.07019	4.43337	3.27934	3.34454	5.70133	2.54751	3.79004	4.01569	3.41959	2.72275	6.11584	2.38191	2.87342	1.18027	3.08463	3.50514	4.46448
GMPR	18.5856	6.97884	95.1004	14.0597	52.2689	0.506143	25.1247	0.751385	50.7343	1.15661	4.6036	0.114628	0.657183	0.14053	1.37928	60.6421	42.2904	1.26108	18.6841	0.239839	0.662278	0.0267567	0.146809	3.6118	0.638032	84.8446	0.836896	101.02	0.745445	52.0793	43.6771	0.0356284	26.6669	2.40946
TPMT	16.3768	10.6302	7.37293	6.6283	10.6593	4.44028	6.14553	8.36053	13.6389	8.21909	10.1065	8.39923	7.43611	13.3074	8.94698	18.3026	4.79454	3.36099	8.37272	5.25969	8.39238	5.8506	5.58751	5.17502	10.2876	10.613	6.73893	32.1533	4.95923	24.4796	22.4329	4.8958	15.4938	19.186
MBOAT1	12.1171	12.283	24.8653	9.17488	17.0588	2.90613	12.0779	6.89719	11.1375	8.07473	5.13774	6.85122	5.37152	6.33977	7.50639	6.2271	3.58613	6.5215	8.11844	1.88528	5.67549	8.30485	6.38414	1.41369	3.9103	11.9397	2.90351	13.5856	7.07447	14.6724	8.11038	6.02788	5.93504	18.7309
GPLD1	0.22413	0.187941	0.71941	0.695963	0.465073	0.151705	0.338856	0.457828	0.886627	0.194263	0.58952	0.0312104	0.0380897	0.124325	0.225253	0.672065	0.0976242	0.0679744	0.593288	0.182111	0.0756596	0.007045	0.232532	0.0992922	0.220948	0.273804	0.18037	0.793225	0.0593672	0.890273	1.07965	0.293447	0.653993	0.401567
ALDH5A1	6.39812	18.2833	12.5347	16.3658	12.7597	5.27054	8.90204	9.20163	15.8959	11.1305	15.9274	2.27289	5.86822	7.30667	4.03642	7.59186	4.26958	2.23595	16.4586	5.46393	4.05746	0.0376598	15.4742	5.81704	4.97076	8.00368	6.3851	16.49	3.54872	14.2639	12	5.0127	15.5939	17.6054
GPX6	0	0	0	0	0	0	0.0042807	0.0168043	0	0	0	0	0	0	0	0.0033411	0	0	0	0	0	0	0	0	0	0	0	0.0043157	0	0.0059928	0	0	0.0039291	0
GPX5	0	0	0	0	0	0	0	0.0042347	0.0036148	0	0	0	0.0035407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0522023	0	0.0030203	0	0.0038151	0	0
ATP6V1G2	2.37412	2.33736	0.689826	2.62186	0.356612	0.204056	1.83542	0.600425	2.16406	0.658458	0.824198	0.210953	0.918242	0.455175	1.52703	1.42031	0.468841	0.701517	1.98461	5.0218	2.01147	0.376975	0.352442	0.199392	3.31593	2.43951	0.812759	1.18089	0.726103	0.46485	0.643224	0.277403	0.935913	0.58542
ABHD16A	26.5729	13.9738	30.8529	11.0716	26.6927	25.1031	17.7384	13.0778	22.863	14.7636	16.0079	11.4431	13.1969	27.6599	29.0289	24.1933	13.8549	17.7215	17.2939	17.2095	16.1747	15.5198	14.7226	13.333	11.3389	18.8892	17.7131	34.4448	15.1722	25.6137	20.0132	13.6231	19.3799	13.2216
NEU1	47.3805	14.9925	8.96289	11.0424	8.33296	35.6594	14.5482	25.1805	27.4648	27.813	15.577	14.5113	19.9691	23.877	38.7532	21.8757	15.1075	30.2108	40.6746	24.7228	43.0142	32.5173	22.9923	26.1529	26.4645	15.2808	18.8329	47.3059	17.6625	14.7427	40.4675	30.4953	9.66972	19.4971
EHMT2	40.8452	21.0618	20.2813	20.099	22.2063	33.0197	35.4425	24.3236	22.3116	25.0975	35.7649	26.4254	24.7987	28.5863	30.9823	25.0168	25.9188	27.1783	31.2191	35.731	23.5716	27.8123	25.5623	25.5079	20.2834	21.8207	35.8238	21.2648	22.3466	22.3696	15.5127	21.1094	28.856	20.5511
CYP21A2	0.0908827	0.0036471	0.0623241	0.0350795	0.0113761	0.0263635	0.0045039	0.0044201	0.0377315	0.0433694	0.0306429	0.0232945	0.0036958	0.0050263	0.0078057	0.21795	0	0.0085102	0.0050276	0.223516	0.0293645	0.0034178	0	0.0125663	0.0035435	0.0193212	0.0040232	0.0771922	0.0041145	0.0283735	0.308221	0.0119466	0	0.122238
PPT2	18.1071	10.1351	22.07	15.6215	18.9194	2.80918	16.9924	17.6975	20.6504	11.8158	11.0428	1.4234	0.927009	11.3703	23.6934	48.1447	14.47	6.56837	20.9403	15.5998	8.41308	6.08163	1.05603	7.51265	12.7809	31.1459	17.9673	35.7313	9.10986	47.1935	20.0249	8.18983	14.7662	11.2961
AGPAT1	22.0487	23.5274	30.4064	18.4054	27.8445	23.6922	20.4015	21.4909	26.7812	26.281	20.2127	7.25702	10.8348	14.581	28.5467	24.919	12.2634	19.2699	28.4412	25.8917	16.0691	16.0636	10.3405	10.6805	11.2052	39.743	18.4343	42.577	14.6508	19.0639	20.4804	10.4025	26.0265	17.7106
HSD17B8	23.8173	10.2807	0.979984	8.71196	0.571415	3.07306	7.65735	7.68142	10.2837	14.4257	10.9499	1.137	9.29191	11.3857	3.65651	4.5429	12.2975	7.46436	7.49361	8.7419	10.7576	8.80584	5.77168	4.24686	19.8669	0.142409	0.171332	9.78006	14.1321	9.59934	8.66536	0.326124	7.04863	5.24313
B3GALT4	0.254533	0.151939	0.865477	0.229242	0.631906	0.904487	0.187633	0.487437	0.906154	0.0681288	0.300373	0.338707	1.91401	0.578915	0.628053	0.447961	1.18507	0.896771	0.509249	0.851231	2.51462	0.619803	2.34567	0.29084	1.1694	0.595802	0.56198	1.3353	0.641948	1.0404	0.404752	0.979125	0.790185	0.873703
GLO1	85.5578	40.3857	83.0529	75.0241	145.039	285.375	70.4449	87.2867	268.488	67.8361	71.309	47.836	53.7453	77.6559	66.5431	83.9186	39.7849	86.2802	39.8876	56.2753	50.2028	76.6218	113.785	46.954	77.5636	89.045	51.1778	79.5149	80.7681	47.7104	88.8432	114.123	87.3759	62.2451
MOCS1	0.0585788	0	0.0374932	1.42447	0.0153983	1.16768	0.0162569	0.0179487	0.0034048	3.51166	0.0092171	0.0357347	0.00667	0.0317491	2.16768	1.23713	0	0.773702	0.0045368	0.0013628	0.0066244	0.0061683	0.0111052	0.0585874	1.71709	0.0087175	0.0072609	0.0081949	0.009282	0.692719	0.0756939	0.0053901	0.0055955	0.006894
GNMT	1.1031	0.843902	1.17172	2.12437	0.575817	1.12791	2.59725	0.823009	0.375146	0.217108	1.44948	0.859047	0.741585	1.55373	2.15185	1.04853	0.387528	0.33076	1.13606	0.556943	0.96434	2.34783	1.66853	1.41599	0.672596	0.270688	1.28003	0.976797	0.535528	1.1911	0.691185	0.410326	1.03875	1.33965
ENPP4	4.65538	1.22126	4.7959	3.97821	7.66875	2.5857	3.09433	3.78411	4.73643	1.69769	4.45863	1.10857	0.0060963	0.0228003	0.0160947	0.346469	0.0041118	0.0193022	4.87431	0.012456	0.0262371	0.0070473	0.0203002	2.96936	4.91722	3.92811	0.640418	2.15714	0.79408	5.25626	0.625874	0.0065688	3.02766	1.74226
CYP39A1	0.0043795	0	0	0.0147913	0.0051165	0	0	0.005964	0.0101821	0.0540161	0	0.0314308	0	0	0.005266	0.0094863	0.0033634	0.0114827	0.0067836	0	0	0	0	0.0056518	0.0095623	0.0065174	0.0081427	0.0030634	0	0	0.0052642	0	0	0.0154624
